"","MSZoning","Street","LandContour","LotConfig","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","Foundation","Heating","GarageType","SaleType","SaleCondition","Alley","Fence","MiscFeature","Quarter","LotShape","Utilities","LandSlope","ExterQual","ExterCond","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","HeatingQC","CentralAir","Electrical","KitchenQual","Functional","FireplaceQu","GarageFinish","GarageQual","GarageCond","PavedDrive","PoolQC","OverallQual","OverallCond","MSSubClass","LotFrontage","LotArea","MasVnrArea","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","YrSold","GarageAge","Age","RemodAge"
"1084","RL","Pave","Lvl","Inside","NAmes","Norm","Norm","1Fam","1Story","Hip","CompShg","HdBoard","HdBoard","BrkFace","CBlock","GasA","Attchd","WD","Normal","N/A","MnPrv","Shed","I","Reg","AllPub","Gtl","TA","TA","TA","TA","No","BLQ","Unf","TA","Y","SBrkr","TA","Typ","Gd","RFn","TA","TA","Y",NA,"6","6",20,80,8800,425,553,0,698,1251,1251,0,0,1251,1,0,1,0,3,1,6,2,1,461,0,116,0,0,0,0,700,2006,42,42,42
"1085","RL","Pave","Lvl","Corner","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","HdBoard","HdBoard","None","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","III","IR2","AllPub","Gtl","TA","TA","Gd","TA","No","ALQ","Unf","Gd","Y","SBrkr","TA","Typ","TA","Fin","TA","TA","Y",NA,"6","5",60,70.0499583680267,13031,0,592,0,99,691,691,807,0,1498,0,0,2,1,3,1,6,1,2,409,315,44,0,0,0,0,0,2006,11,11,10
"1086","RL","Pave","Lvl","Inside","SawyerW","Norm","Norm","1Fam","SFoyer","Gable","CompShg","HdBoard","HdBoard","None","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","II","Reg","AllPub","Gtl","TA","TA","Gd","TA","Av","GLQ","Unf","Ex","Y","SBrkr","Gd","Typ",NA,"Unf","TA","TA","Y",NA,"6","6",85,73,9069,0,747,0,189,936,996,0,0,996,1,0,1,0,2,1,5,0,2,564,120,0,0,0,0,0,0,2010,18,18,18
"1087","RM","Pave","Lvl","Inside","MeadowV","Norm","Norm","TwnhsE","2Story","Gable","CompShg","CemntBd","CmentBd","None","CBlock","GasA","Attchd","WD","Normal","N/A","N/A","N/A","II","Reg","AllPub","Gtl","TA","TA","TA","TA","No","BLQ","Unf","TA","Y","SBrkr","TA","Typ",NA,"RFn","TA","TA","Y",NA,"4","5",160,70.0499583680267,1974,0,334,0,212,546,546,546,0,1092,0,0,1,1,3,1,6,0,1,286,120,96,0,0,0,0,0,2010,37,37,37
"1088","FV","Pave","Lvl","Inside","Somerst","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","II","Reg","AllPub","Gtl","Gd","TA","Gd","TA","Mn","Unf","Unf","Ex","Y","SBrkr","Gd","Typ","Gd","RFn","TA","TA","Y",NA,"8","5",60,85,10574,0,0,0,1082,1082,1082,871,0,1953,0,0,2,1,3,1,9,1,3,1043,160,50,0,0,0,0,0,2009,4,4,3
"1089","RM","Pave","Lvl","Inside","Edwards","Norm","Norm","Twnhs","2Story","Gable","CompShg","VinylSd","VinylSd","Stone","PConc","GasA","Detchd","WD","Normal","N/A","N/A","N/A","II","Reg","AllPub","Gtl","Gd","TA","Gd","TA","No","Unf","Unf","Ex","Y","SBrkr","Gd","Maj1",NA,"Unf","TA","TA","Y",NA,"7","5",160,24,2522,50,0,0,970,970,970,739,0,1709,0,0,2,0,3,1,7,0,2,380,0,40,0,0,0,0,0,2006,2,2,2
"1090","FV","Pave","Lvl","Inside","Somerst","Norm","Norm","TwnhsE","1Story","Gable","CompShg","MetalSd","MetalSd","None","PConc","GasA","Attchd","WD","Normal","Pave","N/A","N/A","II","IR1","AllPub","Gtl","Gd","TA","Gd","TA","No","GLQ","Unf","Ex","Y","SBrkr","Gd","Typ","Gd","Fin","TA","TA","Y",NA,"8","5",120,37,3316,0,1039,0,208,1247,1247,0,0,1247,1,0,1,1,1,1,4,1,2,550,0,84,0,0,0,0,0,2006,1,1,1
"1091","RL","Pave","Lvl","Corner","NAmes","Norm","Norm","Duplex","1Story","Gable","CompShg","BrkFace","BrkFace","None","Slab","Wall","Detchd","WD","Normal","N/A","N/A","N/A","II","Reg","AllPub","Gtl","TA","TA",NA,NA,NA,NA,NA,"Fa","N","FuseA","TA","Typ",NA,"Unf","TA","TA","Y",NA,"3","4",90,60,8544,0,0,0,0,0,1040,0,0,1040,0,0,2,0,2,2,6,0,2,400,0,0,0,0,0,0,0,2009,22,59,59
"1092","FV","Pave","Lvl","Inside","Somerst","Norm","Norm","Twnhs","2Story","Gable","CompShg","MetalSd","MetalSd","BrkFace","PConc","GasA","Detchd","WD","Normal","Pave","N/A","N/A","I","Reg","AllPub","Gtl","Gd","TA","Gd","TA","No","BLQ","Unf","Ex","Y","SBrkr","Gd","Typ",NA,"Unf","TA","TA","Y",NA,"7","5",160,24,2160,212,510,0,90,600,624,628,0,1252,1,0,2,1,2,1,4,0,2,462,0,48,0,0,0,0,0,2008,9,9,8
"1093","RL","Pave","Bnk","Inside","SWISU","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","MetalSd","MetalSd","None","PConc","GasA","Detchd","WD","Normal","N/A","N/A","N/A","II","Reg","AllPub","Gtl","TA","TA","TA","TA","No","Rec","Unf","Fa","Y","SBrkr","TA","Typ","Gd","Unf","TA","TA","Y",NA,"6","5",50,60,8400,0,423,0,758,1181,1390,304,0,1694,0,0,2,0,4,1,7,1,2,576,342,0,128,0,0,0,0,2008,83,83,58
"1094","RL","Pave","Lvl","Corner","NAmes","Feedr","Norm","1Fam","1Story","Hip","CompShg","MetalSd","MetalSd","BrkFace","CBlock","GasA","Detchd","WD","Normal","N/A","MnPrv","N/A","IV","Reg","AllPub","Gtl","TA","TA","TA","TA","Mn","GLQ","Unf","Gd","Y","SBrkr","Gd","Typ",NA,"Unf","TA","TA","Y",NA,"5","8",20,71,9230,166,661,0,203,864,1200,0,0,1200,1,0,1,1,1,1,6,0,2,884,0,64,0,0,0,0,0,2006,29,41,8
"1095","RL","Pave","Lvl","Inside","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","MetalSd","MetalSd","None","CBlock","GasA","Attchd","WD","Normal","N/A","N/A","N/A","II","Reg","AllPub","Gtl","TA","TA","TA","TA","No","BLQ","Rec","Ex","Y","SBrkr","TA","Typ",NA,"Fin","TA","TA","Y",NA,"5","7",20,74,5868,0,248,240,448,936,936,0,0,936,1,0,1,0,2,1,4,0,1,308,0,0,80,0,160,0,0,2010,54,54,10
"1096","RL","Pave","Lvl","Inside","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","I","IR1","AllPub","Gtl","Gd","TA","Gd","TA","No","GLQ","Unf","Gd","Y","SBrkr","Gd","Typ","Gd","RFn","TA","TA","Y",NA,"6","5",20,78,9317,0,24,0,1290,1314,1314,0,0,1314,0,0,2,0,3,1,6,1,2,440,0,22,0,0,0,0,0,2007,1,1,1
"1097","RM","Pave","Lvl","Inside","IDOTRR","Norm","Norm","1Fam","2Story","Gable","CompShg","Wd Sdng","Wd Sdng","None","PConc","GasA","N/A","WD","Normal","N/A","N/A","N/A","I","Reg","AllPub","Gtl","TA","TA","TA","TA","No","Unf","Unf","TA","Y","SBrkr","Gd","Typ",NA,NA,NA,NA,"Y",NA,"6","7",70,60,6882,0,0,0,684,684,773,582,0,1355,0,0,1,1,3,1,7,0,0,0,136,0,115,0,0,0,0,2007,28.4938361131256,93,1
"1098","RL","Pave","Lvl","Inside","StoneBr","Norm","Norm","TwnhsE","1Story","Gable","CompShg","HdBoard","HdBoard","None","CBlock","GasA","Attchd","WD","Normal","N/A","N/A","N/A","IV","Reg","AllPub","Gtl","Gd","TA","Gd","TA","No","Unf","Unf","Ex","Y","SBrkr","Gd","Typ",NA,"RFn","TA","TA","Y",NA,"8","5",120,70.0499583680267,3696,0,0,0,1074,1074,1088,0,0,1088,0,0,1,1,2,1,5,0,2,461,0,74,137,0,0,0,0,2007,20,21,21
"1099","RM","Pave","Lvl","Inside","BrkSide","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","MetalSd","MetalSd","None","BrkTil","GasA","Detchd","WD","Normal","N/A","N/A","N/A","III","Reg","AllPub","Gtl","TA","TA","TA","TA","No","BLQ","Unf","TA","Y","SBrkr","TA","Typ",NA,"Unf","TA","TA","Y",NA,"4","6",50,50,6000,0,672,0,0,672,757,567,0,1324,0,0,1,0,3,1,6,0,1,240,0,0,0,0,0,0,0,2009,73,73,59
"1100","RL","Pave","Lvl","Inside","NWAmes","RRAn","Norm","1Fam","1Story","Gable","CompShg","Plywood","Plywood","BrkFace","CBlock","GasA","Attchd","COD","Abnorml","N/A","N/A","N/A","II","IR1","AllPub","Gtl","TA","TA","Gd","TA","No","ALQ","Unf","TA","Y","SBrkr","TA","Typ","TA","RFn","TA","TA","Y",NA,"7","5",20,82,11880,206,704,0,567,1271,1601,0,0,1601,0,0,2,0,3,1,7,1,2,478,0,0,0,0,0,0,0,2009,31,31,31
"1101","RL","Pave","Bnk","Inside","SWISU","Norm","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","None","CBlock","GasA","Detchd","WD","Normal","N/A","N/A","N/A","I","Reg","AllPub","Gtl","TA","TA","TA","Fa","No","Rec","Unf","TA","N","FuseF","Fa","Typ",NA,"Unf","TA","TA","N",NA,"2","5",30,60,8400,0,290,0,0,290,438,0,0,438,0,0,1,0,1,1,3,0,1,246,0,0,0,0,0,0,0,2009,79,89,59
"1102","RL","Pave","Lvl","Inside","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","MetalSd","None","CBlock","GasA","Detchd","WD","Normal","N/A","N/A","N/A","III","IR1","AllPub","Gtl","TA","TA","TA","TA","No","BLQ","LwQ","TA","Y","SBrkr","TA","Typ",NA,"Unf","TA","TA","Y",NA,"5","5",20,61,9758,0,412,287,251,950,950,0,0,950,0,0,1,0,3,1,5,0,1,280,0,0,0,0,0,0,0,2007,26,36,36
"1103","RL","Pave","Lvl","Inside","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace","CBlock","GasA","Attchd","WD","Family","N/A","MnWw","N/A","II","Reg","AllPub","Gtl","TA","TA","TA","TA","No","Rec","Unf","Ex","Y","SBrkr","TA","Typ",NA,"RFn","TA","TA","Y",NA,"5","7",20,70,7000,45,588,0,422,1010,1134,0,0,1134,0,0,1,0,2,1,6,0,1,254,0,16,0,0,0,0,0,2007,47,47,5
"1104","RL","Pave","Lvl","Corner","NAmes","Norm","Norm","1Fam","1Story","Hip","CompShg","BrkFace","BrkFace","None","CBlock","GasA","BuiltIn","WD","Normal","N/A","N/A","N/A","III","Reg","AllPub","Gtl","TA","TA","TA","TA","Mn","ALQ","Unf","Ex","Y","SBrkr","TA","Typ","Fa","Fin","TA","TA","Y",NA,"6","6",20,79,8910,0,655,0,0,655,1194,0,0,1194,0,1,1,0,3,1,6,1,2,539,0,0,192,0,0,0,0,2006,52,47,47
"1105","RM","Pave","Lvl","Inside","BrDale","Norm","Norm","TwnhsE","2Story","Gable","CompShg","HdBoard","HdBoard","BrkFace","CBlock","GasA","Detchd","WD","Normal","N/A","N/A","N/A","II","Reg","AllPub","Gtl","TA","TA","TA","TA","No","Unf","Unf","TA","Y","SBrkr","TA","Typ",NA,"Unf","TA","TA","Y",NA,"5","5",160,24,2016,304,0,0,630,630,630,672,0,1302,0,0,2,1,3,1,6,0,2,440,0,0,0,0,0,0,0,2007,37,37,37
"1106","RL","Pave","Lvl","Corner","NoRidge","Norm","Norm","1Fam","2Story","Gable","CompShg","HdBoard","HdBoard","BrkFace","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","II","IR1","AllPub","Gtl","Gd","TA","Ex","TA","Av","GLQ","Unf","Ex","Y","SBrkr","Gd","Typ","TA","RFn","TA","TA","Y",NA,"8","5",60,98,12256,362,1032,0,431,1463,1500,1122,0,2622,1,0,2,1,3,1,9,2,2,712,186,32,0,0,0,0,0,2010,16,16,15
"1107","RL","Pave","Lvl","Corner","SawyerW","Feedr","Norm","1Fam","1Story","Hip","CompShg","HdBoard","HdBoard","None","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","II","IR1","AllPub","Gtl","Gd","TA","Gd","TA","Mn","GLQ","Unf","Gd","Y","SBrkr","Gd","Typ","TA","Fin","TA","TA","Y",NA,"7","5",20,114,10357,0,738,0,172,910,1442,0,0,1442,1,0,2,0,3,1,6,1,2,719,0,244,0,0,0,0,0,2007,17,17,16
"1108","RL","Pave","HLS","CulDSac","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","BuiltIn","New","Partial","N/A","N/A","N/A","III","IR3","AllPub","Gtl","Gd","TA","Ex","Gd","No","Unf","Unf","Ex","Y","SBrkr","Gd","Typ","Gd","RFn","TA","TA","Y",NA,"7","5",60,168,23257,0,0,0,868,868,887,1134,0,2021,0,0,2,1,3,1,9,1,2,422,0,100,0,0,0,0,0,2006,0,0,0
"1109","RL","Pave","Lvl","Inside","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","Attchd","WD","Abnorml","N/A","N/A","N/A","IV","Reg","AllPub","Gtl","TA","TA","Gd","TA","No","Unf","Unf","Ex","Y","SBrkr","TA","Typ","TA","RFn","TA","TA","Y",NA,"6","5",60,70.0499583680267,8063,0,0,0,924,924,948,742,0,1690,0,0,2,1,3,1,7,1,2,463,100,48,0,0,0,0,0,2007,7,7,7
"1110","RL","Pave","Lvl","Inside","NridgHt","Norm","Norm","1Fam","1Story","Gable","CompShg","MetalSd","MetalSd","Stone","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","I","IR1","AllPub","Gtl","Gd","TA","Ex","TA","Mn","GLQ","Unf","Ex","Y","SBrkr","Gd","Typ","Gd","Fin","TA","TA","Y",NA,"8","5",20,107,11362,42,1039,0,797,1836,1836,0,0,1836,1,0,2,0,3,1,7,1,3,862,125,185,0,0,0,0,0,2009,5,5,4
"1111","RL","Pave","Lvl","Inside","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","HdBoard","HdBoard","None","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","II","Reg","AllPub","Gtl","TA","TA","Gd","TA","No","GLQ","Unf","Gd","Y","SBrkr","TA","Typ","TA","Fin","TA","TA","Y",NA,"6","5",60,70.0499583680267,8000,0,219,0,554,773,773,885,0,1658,1,0,2,1,3,1,8,1,2,431,224,84,0,0,0,0,0,2008,13,13,12
"1112","RL","Pave","Lvl","Inside","NWAmes","Norm","Norm","1Fam","2Story","Hip","CompShg","Plywood","Plywood","BrkFace","CBlock","GasA","Attchd","WD","Normal","N/A","N/A","N/A","III","Reg","AllPub","Gtl","TA","TA","TA","TA","No","ALQ","Unf","TA","Y","SBrkr","TA","Typ","Gd","RFn","TA","TA","Y",NA,"7","6",60,80,10480,660,403,0,400,803,1098,866,0,1964,0,0,2,1,4,1,8,1,2,483,0,69,0,0,0,0,0,2008,32,32,32
"1113","RL","Pave","Lvl","Corner","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","WdShing","Wd Shng","None","CBlock","GasA","Detchd","WD","Normal","N/A","N/A","N/A","III","IR1","AllPub","Gtl","TA","TA","TA","TA","No","GLQ","Unf","TA","Y","FuseA","TA","Typ",NA,"Unf","TA","TA","Y",NA,"5","7",20,73,7100,0,708,0,108,816,816,0,0,816,1,0,1,0,2,1,5,0,1,308,0,0,0,0,0,0,0,2006,49,49,49
"1114","RL","Pave","Lvl","Inside","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","None","CBlock","GasA","Attchd","WD","Normal","N/A","N/A","N/A","II","Reg","AllPub","Gtl","TA","TA","TA","TA","No","BLQ","Unf","Gd","Y","SBrkr","Gd","Typ",NA,"Unf","TA","TA","Y",NA,"5","7",20,66,8923,0,643,0,365,1008,1008,0,0,1008,1,0,1,0,2,1,6,0,1,240,0,18,0,0,0,0,0,2007,54,54,1
"1115","RL","Pave","Lvl","Inside","OldTown","Norm","Norm","1Fam","1Story","Gable","CompShg","MetalSd","MetalSd","None","CBlock","GasA","Detchd","WD","Normal","N/A","MnPrv","N/A","III","Reg","AllPub","Gtl","TA","Gd","TA","TA","No","Rec","Unf","Ex","Y","SBrkr","Gd","Typ",NA,"Unf","TA","TA","Y",NA,"5","7",20,90,5400,0,415,0,418,833,833,0,0,833,0,0,1,0,2,1,4,0,1,326,0,0,0,0,0,0,0,2006,51,52,6
"1116","RL","Pave","Lvl","Inside","NridgHt","Norm","Norm","1Fam","1Story","Hip","CompShg","VinylSd","VinylSd","Stone","PConc","GasA","Attchd","New","Partial","N/A","N/A","N/A","IV","Reg","AllPub","Gtl","Gd","TA","Ex","TA","No","GLQ","Unf","Ex","Y","SBrkr","Ex","Typ","Gd","RFn","TA","TA","Y",NA,"8","5",20,93,12085,328,1004,0,730,1734,1734,0,0,1734,1,0,2,0,3,1,7,1,3,928,0,0,0,0,0,0,0,2007,0,0,0
"1117","RL","Pave","Lvl","Inside","Gilbert","Norm","Norm","1Fam","SLvl","Hip","CompShg","VinylSd","VinylSd","None","PConc","GasA","BuiltIn","WD","Normal","N/A","N/A","N/A","I","Reg","AllPub","Gtl","Gd","TA","Gd","TA","No","GLQ","Unf","Ex","Y","SBrkr","Gd","Typ","TA","Fin","TA","TA","Y",NA,"8","5",80,70.0499583680267,7750,0,353,0,55,408,779,640,0,1419,1,0,2,1,3,1,7,1,2,527,120,0,0,0,0,0,0,2009,7,7,7
"1118","RL","Pave","Lvl","FR2","Sawyer","Feedr","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","CBlock","GasA","Attchd","WD","Normal","N/A","N/A","N/A","II","IR1","AllPub","Gtl","TA","TA","TA","TA","No","BLQ","Unf","Ex","Y","SBrkr","Gd","Typ",NA,"RFn","TA","TA","Y",NA,"5","7",20,57,9764,0,702,0,192,894,894,0,0,894,1,0,1,0,3,1,5,0,2,450,0,0,0,0,0,0,0,2008,41,41,5
"1119","RL","Pave","Lvl","Inside","Sawyer","Norm","Norm","1Fam","SLvl","Gable","CompShg","MetalSd","MetalSd","None","CBlock","GasA","BuiltIn","WD","Normal","N/A","N/A","N/A","IV","Reg","AllPub","Gtl","TA","Gd","TA","TA","No","Unf","Unf","TA","Y","SBrkr","TA","Min2",NA,"RFn","TA","TA","Y",NA,"5","6",80,85,13825,0,0,0,533,533,1021,580,0,1601,0,1,1,0,3,1,6,0,1,300,280,34,0,0,0,0,0,2008,50,50,21
"1120","RL","Pave","Lvl","Inside","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","BrkFace","Wd Sdng","None","CBlock","GasA","Attchd","WD","Normal","N/A","GdWo","N/A","III","Reg","AllPub","Gtl","TA","TA","TA","TA","No","LwQ","Unf","TA","Y","FuseA","TA","Typ",NA,"RFn","TA","TA","Y",NA,"5","5",20,70,7560,0,369,0,671,1040,1040,0,0,1040,0,0,1,0,3,1,6,0,1,286,140,0,252,0,0,0,0,2006,47,47,47
"1121","RM","Pave","Bnk","Inside","IDOTRR","Norm","Norm","1Fam","1Story","Gable","CompShg","BrkFace","BrkFace","None","BrkTil","GasA","Detchd","WD","Normal","N/A","MnPrv","N/A","II","Reg","AllPub","Mod","TA","TA","TA","TA","No","Unf","Unf","TA","Y","FuseA","TA","Typ","Gd","Unf","TA","TA","Y",NA,"6","5",30,59,8263,0,0,0,1012,1012,1012,0,0,1012,0,0,1,0,2,1,6,1,1,308,0,22,112,0,0,0,0,2007,87,87,57
"1122","RL","Pave","Lvl","Inside","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc","GasA","Attchd","New","Partial","N/A","N/A","N/A","III","Reg","AllPub","Gtl","Gd","TA","Gd","TA","Av","GLQ","Unf","Ex","Y","SBrkr","Gd","Typ",NA,"RFn","TA","TA","Y",NA,"7","5",20,84,10084,196,24,0,1528,1552,1552,0,0,1552,0,0,2,0,3,1,7,0,3,782,144,20,0,0,0,0,0,2006,1,1,0
"1123","RL","Pave","Lvl","Corner","Edwards","Norm","Norm","1Fam","1Story","Gable","CompShg","AsbShng","AsbShng","None","CBlock","GasA","Basment","COD","Abnorml","N/A","MnPrv","N/A","IV","IR1","AllPub","Gtl","TA","TA","TA","TA","No","Unf","Unf","Ex","Y","FuseA","TA","Typ",NA,"Unf","TA","TA","Y",NA,"4","3",20,70.0499583680267,8926,0,0,0,672,672,960,0,0,960,0,0,1,0,3,1,5,0,1,288,64,0,0,0,160,0,0,2009,53,53,53
"1124","RL","Pave","Lvl","Inside","Edwards","Norm","Norm","1Fam","1Story","Hip","CompShg","VinylSd","VinylSd","None","CBlock","GasA","N/A","WD","Normal","N/A","N/A","N/A","II","Reg","AllPub","Gtl","TA","Ex","TA","TA","No","Unf","Unf","Ex","Y","SBrkr","TA","Typ",NA,NA,NA,NA,"Y",NA,"5","9",20,50,9405,0,0,0,698,698,698,0,0,698,0,1,1,0,2,1,4,0,0,0,0,200,0,0,0,0,0,2009,30.4938361131256,62,1
"1125","RL","Pave","Lvl","Inside","Gilbert","Norm","Norm","1Fam","SLvl","Gable","CompShg","HdBoard","HdBoard","BrkFace","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","III","IR1","AllPub","Gtl","TA","TA","Gd","TA","No","Unf","Unf","Gd","Y","SBrkr","Gd","Typ","TA","Fin","TA","TA","Y",NA,"7","5",80,70.0499583680267,9125,170,0,0,384,384,812,670,0,1482,0,0,2,1,3,1,7,1,2,392,100,25,0,0,0,0,0,2007,15,15,15
"1126","RL","Pave","Lvl","Inside","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","Plywood","Plywood","None","CBlock","GasA","Detchd","WD","Normal","N/A","N/A","N/A","IV","Reg","AllPub","Gtl","TA","TA","TA","TA","No","Unf","Unf","TA","Y","SBrkr","Fa","Typ","TA","Unf","Fa","Fa","Y",NA,"4","5",20,60,10434,0,0,0,1005,1005,1005,0,0,1005,0,0,1,0,2,1,5,1,2,672,0,0,0,0,0,0,0,2009,32,54,54
"1127","RL","Pave","Lvl","Inside","Blmngtn","Norm","Norm","TwnhsE","1Story","Hip","CompShg","VinylSd","VinylSd","BrkFace","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","II","Reg","AllPub","Gtl","Gd","TA","Gd","TA","No","Unf","Unf","Ex","Y","SBrkr","Gd","Typ","TA","Fin","TA","TA","Y",NA,"7","5",120,53,3684,130,0,0,1373,1373,1555,0,0,1555,0,0,2,0,2,1,7,1,3,660,143,20,0,0,0,0,0,2009,2,2,2
"1128","RL","Pave","Lvl","Corner","Gilbert","Norm","Norm","1Fam","1Story","Hip","CompShg","VinylSd","VinylSd","None","PConc","GasA","Attchd","WD","Family","N/A","N/A","N/A","IV","IR3","AllPub","Gtl","Gd","TA","Gd","TA","Av","GLQ","Unf","Ex","Y","SBrkr","Gd","Typ","Gd","Fin","TA","TA","Y",NA,"7","5",20,182,14572,0,1300,0,230,1530,1530,0,0,1530,1,0,2,0,3,1,7,1,3,630,144,36,0,0,0,0,0,2007,3,3,3
"1129","RL","Pave","Lvl","Inside","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","BuiltIn","WD","Normal","N/A","N/A","N/A","III","IR1","AllPub","Gtl","Gd","TA","Gd","TA","Av","Unf","Unf","Ex","Y","SBrkr","Gd","Typ","Gd","Fin","TA","TA","Y",NA,"7","5",60,59,11796,0,0,0,847,847,847,1112,0,1959,0,0,2,1,4,1,8,1,2,434,100,48,0,0,0,0,0,2007,3,3,2
"1130","RM","Pave","Lvl","Inside","OldTown","Norm","Norm","Duplex","SFoyer","Gable","CompShg","MetalSd","MetalSd","BrkFace","CBlock","GasA","Detchd","WD","Normal","Grvl","N/A","N/A","III","Reg","AllPub","Gtl","TA","TA","Gd","TA","Gd","GLQ","Unf","TA","Y","SBrkr","TA","Typ",NA,"Unf","TA","TA","Y",NA,"5","5",90,60,7200,180,936,0,0,936,936,0,0,936,1,0,1,0,2,1,4,0,2,672,49,0,0,0,0,0,0,2007,27,27,27
"1131","RL","Pave","Lvl","Inside","SWISU","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","WdShing","Plywood","None","BrkTil","GasA","Detchd","WD","Normal","N/A","MnPrv","N/A","IV","Reg","AllPub","Gtl","TA","TA","TA","TA","No","BLQ","Unf","TA","Y","SBrkr","Gd","Min2","TA","Unf","TA","TA","Y",NA,"4","3",50,65,7804,0,622,0,500,1122,1328,653,0,1981,1,0,2,0,4,1,7,2,2,576,431,44,0,0,0,0,0,2009,28,81,59
"1132","RL","Pave","Lvl","Inside","Mitchel","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","None","PConc","GasA","N/A","Oth","Abnorml","N/A","MnPrv","N/A","III","Reg","AllPub","Gtl","TA","TA","Gd","TA","Mn","BLQ","Unf","TA","Y","SBrkr","TA","Typ",NA,NA,NA,NA,"Y",NA,"5","5",20,63,10712,0,212,0,762,974,974,0,0,974,0,0,1,0,3,1,5,0,0,0,0,28,0,0,0,0,0,2007,28.4938361131256,16,15
"1133","RM","Pave","Lvl","Inside","OldTown","Norm","Norm","1Fam","2Story","Gable","CompShg","Wd Sdng","Wd Sdng","None","BrkTil","GasW","Detchd","WD","Normal","N/A","N/A","N/A","II","Reg","AllPub","Gtl","TA","TA","TA","TA","Mn","Unf","Unf","TA","Y","SBrkr","Fa","Typ",NA,"Unf","Fa","TA","N",NA,"6","4",70,90,9900,0,0,0,1008,1008,1178,1032,0,2210,0,0,2,0,5,1,8,0,1,205,0,48,0,0,0,0,0,2007,77,127,57
"1134","RL","Pave","Lvl","Inside","SawyerW","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","II","IR1","AllPub","Gtl","Gd","TA","Gd","TA","No","GLQ","Unf","Ex","Y","SBrkr","Gd","Typ","TA","RFn","TA","TA","Y",NA,"8","5",60,80,9828,0,584,0,544,1128,1142,878,0,2020,0,0,2,1,3,1,8,1,2,466,0,155,0,0,0,0,0,2009,14,14,14
"1135","RL","Pave","HLS","Inside","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","III","IR1","AllPub","Gtl","TA","TA","Gd","TA","Av","Unf","Unf","Gd","Y","SBrkr","TA","Typ","TA","Fin","TA","TA","Y",NA,"6","5",60,57,8773,0,0,0,916,916,916,684,0,1600,0,0,2,1,3,1,7,1,2,460,100,38,0,0,0,0,0,2007,10,10,10
