LotShape,Utilities,LandSlope,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,OverallQual,OverallCond
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Fin,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,Ex,TA,TA,No,Rec,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Unf,TA,TA,N,NA,7,9
Reg,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,Unf,Ex,Y,SBrkr,TA,Typ,NA,RFn,TA,TA,Y,NA,5,6
Reg,AllPub,Gtl,Gd,TA,TA,TA,No,BLQ,Rec,Ex,Y,SBrkr,TA,Min1,TA,Unf,TA,TA,Y,NA,5,7
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,LwQ,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,Gd,TA,TA,No,ALQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Fa,N,SBrkr,TA,Typ,NA,Unf,Po,Po,Y,NA,5,5
Reg,AllPub,Gtl,Ex,TA,Ex,TA,No,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,NA,10,5
IR1,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,TA,RFn,TA,TA,Y,NA,6,6
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,TA,RFn,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,TA,TA,Gd,TA,Mn,GLQ,Unf,Ex,Y,SBrkr,TA,Typ,NA,RFn,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Unf,TA,TA,Y,NA,7,9
Reg,AllPub,Gtl,TA,TA,NA,NA,NA,NA,NA,TA,N,FuseA,TA,Typ,NA,NA,NA,NA,N,NA,4,7
IR1,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,Ex,Y,FuseA,TA,Typ,Gd,Unf,TA,TA,Y,NA,6,6
Reg,AllPub,Gtl,TA,Gd,TA,TA,No,ALQ,Unf,Ex,Y,SBrkr,TA,Typ,Gd,Unf,TA,TA,Y,NA,6,7
IR1,AllPub,Gtl,Ex,TA,Ex,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,NA,10,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Unf,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,Rec,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,7
IR1,AllPub,Gtl,Ex,TA,Ex,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,NA,9,5
IR1,AllPub,Gtl,TA,TA,TA,TA,Mn,ALQ,Unf,Ex,Y,SBrkr,TA,Typ,NA,NA,NA,NA,N,NA,4,7
IR1,AllPub,Gtl,Gd,TA,TA,TA,No,Rec,Unf,TA,Y,SBrkr,TA,Maj1,TA,RFn,TA,TA,Y,NA,6,3
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Fa,RFn,TA,TA,Y,NA,6,5
IR1,AllPub,Gtl,TA,TA,Fa,Fa,Mn,Unf,Unf,Ex,Y,SBrkr,TA,Typ,NA,Fin,TA,Fa,Y,NA,6,8
Reg,AllPub,Gtl,TA,TA,NA,NA,NA,NA,NA,Ex,Y,SBrkr,TA,Mod,Po,Unf,TA,TA,Y,NA,5,7
Reg,AllPub,Mod,Fa,Fa,NA,NA,NA,NA,NA,Fa,N,FuseF,Fa,Typ,NA,NA,NA,NA,N,NA,1,3
IR1,AllPub,Gtl,Gd,TA,Ex,Gd,Av,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,Gd,GLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,NA,NA,NA,N,NA,5,7
IR1,AllPub,Gtl,TA,TA,Gd,TA,Av,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Fin,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,4,5
IR1,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,Y,SBrkr,TA,Typ,Fa,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,RFn,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,Ex,TA,Ex,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,NA,9,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,Gd,TA,Ex,TA,No,LwQ,GLQ,Ex,Y,SBrkr,Gd,Maj1,TA,Fin,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,Av,GLQ,LwQ,Ex,Y,SBrkr,TA,Typ,NA,Fin,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,Gd,TA,Gd,Gd,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,Gd,Gd,Gd,Gd,No,GLQ,LwQ,Gd,Y,SBrkr,Gd,Typ,NA,Unf,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,TA,TA,Gd,TA,No,Rec,Unf,Ex,Y,FuseA,TA,Typ,Gd,Unf,TA,TA,Y,NA,6,7
Reg,AllPub,Gtl,TA,Gd,Gd,TA,Av,ALQ,Unf,Ex,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,7
IR1,AllPub,Gtl,TA,Gd,TA,TA,No,LwQ,Rec,TA,Y,SBrkr,TA,Typ,NA,RFn,TA,TA,Y,NA,5,7
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,ALQ,Unf,TA,Y,SBrkr,TA,Typ,NA,RFn,TA,TA,Y,NA,6,6
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,Gd,Y,FuseA,TA,Typ,NA,Fin,TA,TA,Y,NA,5,6
IR1,AllPub,Gtl,Gd,TA,Ex,TA,Av,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,TA,TA,NA,NA,NA,NA,NA,Ex,Y,SBrkr,Gd,Typ,NA,Fin,TA,TA,N,NA,4,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,TA,Fa,No,Unf,Unf,TA,Y,FuseA,TA,Typ,Gd,Unf,TA,TA,Y,NA,5,6
IR1,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,Y,FuseA,TA,Typ,TA,Fin,TA,TA,Y,NA,5,5
Reg,AllPub,Mod,TA,TA,TA,TA,No,Rec,Unf,Gd,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,4,6
IR2,AllPub,Gtl,TA,TA,Gd,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,TA,Typ,TA,Unf,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Gd,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,TA,TA,Gd,TA,No,ALQ,Unf,TA,Y,SBrkr,TA,Mod,Gd,Unf,TA,TA,Y,NA,5,6
Reg,AllPub,Mod,TA,TA,Gd,TA,Av,ALQ,LwQ,Gd,Y,SBrkr,TA,Typ,TA,RFn,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,Ex,Y,SBrkr,TA,Typ,Gd,NA,NA,NA,Y,NA,5,6
Reg,AllPub,Gtl,TA,TA,Gd,TA,Mn,Unf,Unf,Ex,Y,SBrkr,TA,Typ,Gd,Fin,TA,TA,N,NA,6,7
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,Unf,Unf,TA,N,FuseF,Fa,Typ,NA,Unf,TA,TA,Y,NA,6,4
IR1,AllPub,Gtl,Gd,TA,Gd,Gd,No,Unf,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,NA,9,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,5
IR1,AllPub,Mod,Gd,TA,Gd,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Min2,Gd,Fin,Gd,TA,Y,NA,8,8
IR1,AllPub,Gtl,TA,TA,Gd,TA,Gd,GLQ,Unf,TA,Y,SBrkr,TA,Typ,TA,Unf,TA,TA,Y,NA,5,5
IR1,AllPub,Gtl,TA,TA,TA,TA,No,LwQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Unf,TA,TA,Y,NA,6,6
IR1,AllPub,Gtl,TA,TA,Ex,TA,Av,Unf,Unf,Gd,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,TA,Typ,TA,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,TA,TA,Av,ALQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,7
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Gd,Y,SBrkr,TA,Typ,Gd,Unf,TA,TA,Y,NA,7,7
IR1,AllPub,Gtl,TA,TA,TA,TA,Av,LwQ,ALQ,Ex,Y,SBrkr,TA,Typ,Fa,RFn,TA,TA,Y,NA,5,6
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Unf,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,N,FuseF,TA,Typ,NA,Unf,Fa,TA,Y,NA,5,5
IR1,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Rec,Ex,Y,SBrkr,Gd,Typ,Gd,Unf,TA,TA,Y,NA,6,6
Reg,AllPub,Gtl,Ex,TA,Ex,TA,No,Unf,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,RFn,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,TA,Gd,Gd,TA,Av,GLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,NA,NA,NA,Y,NA,6,5
Reg,AllPub,Gtl,Ex,Ex,TA,TA,No,Unf,Unf,Gd,Y,SBrkr,Gd,Typ,Gd,Unf,Gd,TA,Y,NA,10,9
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Unf,TA,TA,Y,NA,4,7
Reg,AllPub,Gtl,Gd,TA,Ex,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,TA,Gd,TA,Gd,Mn,Rec,ALQ,Ex,Y,SBrkr,Fa,Typ,NA,Fin,TA,TA,N,NA,6,7
IR1,AllPub,Gtl,TA,TA,TA,TA,Av,ALQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,6
IR1,AllPub,Sev,TA,TA,TA,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Unf,TA,TA,Y,NA,5,8
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,Y,FuseA,TA,Typ,NA,Unf,TA,TA,P,NA,5,6
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,Ex,TA,Ex,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,RFn,TA,TA,Y,NA,10,5
Reg,AllPub,Gtl,TA,Gd,TA,Gd,No,GLQ,Unf,Ex,Y,SBrkr,TA,Typ,NA,Fin,TA,TA,Y,NA,5,8
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Fin,TA,TA,Y,NA,6,5
IR1,AllPub,Gtl,TA,TA,Gd,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,6
IR1,AllPub,Gtl,Gd,TA,Gd,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,N,FuseA,TA,Typ,NA,Unf,TA,Fa,N,NA,6,7
Reg,AllPub,Gtl,Gd,TA,Ex,TA,Av,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,Mn,ALQ,LwQ,Ex,Y,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,NA,5,6
Reg,AllPub,Gtl,TA,Gd,Gd,TA,No,LwQ,GLQ,TA,Y,SBrkr,TA,Typ,TA,Fin,TA,TA,Y,NA,6,6
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,TA,Gd,TA,TA,No,Unf,Unf,TA,Y,SBrkr,Gd,Typ,Gd,Unf,TA,TA,P,NA,6,6
IR1,AllPub,Gtl,Gd,TA,Gd,TA,Mn,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,Mn,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,Y,SBrkr,TA,Typ,Fa,Unf,TA,TA,Y,NA,7,6
IR2,AllPub,Mod,TA,Gd,Gd,TA,No,GLQ,Unf,Gd,Y,SBrkr,Gd,Typ,NA,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Mod,TA,Gd,TA,Gd,No,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,NA,Unf,TA,TA,Y,NA,5,8
Reg,AllPub,Mod,TA,TA,Gd,TA,Mn,BLQ,Unf,TA,Y,SBrkr,TA,Typ,Gd,Unf,TA,TA,Y,NA,8,6
Reg,AllPub,Gtl,TA,Fa,TA,TA,Mn,Rec,Unf,Gd,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,4,5
Reg,AllPub,Gtl,Gd,TA,Ex,TA,Mn,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Ex,Fin,TA,TA,Y,NA,9,5
IR1,AllPub,Gtl,TA,TA,Gd,TA,Av,ALQ,Unf,TA,Y,SBrkr,TA,Typ,TA,Unf,TA,TA,Y,NA,6,6
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,TA,RFn,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,ALQ,Unf,Ex,Y,SBrkr,TA,Typ,NA,NA,NA,NA,Y,NA,5,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,Av,LwQ,GLQ,Ex,Y,SBrkr,TA,Typ,NA,NA,NA,NA,Y,NA,4,6
Reg,AllPub,Gtl,TA,Gd,TA,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,6,7
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,6,5
Reg,AllPub,Mod,TA,TA,TA,TA,No,Unf,Unf,Gd,Y,SBrkr,Gd,Typ,NA,Unf,TA,TA,Y,NA,6,6
Reg,AllPub,Gtl,Ex,TA,Ex,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Unf,TA,TA,Y,NA,9,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,N,FuseF,TA,Typ,NA,NA,NA,NA,N,NA,3,3
Reg,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,Rec,TA,Y,SBrkr,TA,Typ,TA,RFn,TA,TA,Y,NA,6,7
Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,6
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Unf,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,Gd,Y,SBrkr,TA,Min2,TA,RFn,TA,TA,Y,NA,6,5
IR1,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,6,6
IR1,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Min1,TA,RFn,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,TA,TA,TA,Av,BLQ,LwQ,Ex,Y,SBrkr,TA,Typ,Gd,RFn,TA,TA,Y,NA,6,6
IR1,AllPub,Sev,TA,TA,Gd,TA,Av,Rec,Unf,TA,Y,SBrkr,Fa,Typ,TA,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,TA,TA,TA,Gd,GLQ,Rec,TA,Y,SBrkr,TA,Typ,NA,RFn,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,Fa,Fa,No,Unf,Unf,TA,Y,FuseA,Ex,Typ,NA,Unf,Fa,Po,N,NA,5,6
Reg,AllPub,Gtl,Gd,TA,Gd,Gd,Mn,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,TA,Gd,TA,TA,No,ALQ,Unf,TA,Y,SBrkr,TA,Typ,TA,Fin,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,LwQ,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,7
Reg,AllPub,Gtl,TA,TA,TA,TA,No,GLQ,Unf,Gd,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,Fa,TA,TA,Fa,No,LwQ,Unf,Ex,Y,FuseA,Fa,Typ,NA,NA,NA,NA,N,NA,6,7
Reg,AllPub,Gtl,Fa,Fa,TA,Fa,No,Unf,Unf,Fa,N,FuseA,Fa,Maj1,Po,NA,NA,NA,N,NA,2,3
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,Y,FuseA,Gd,Typ,NA,Unf,TA,TA,Y,NA,5,4
Reg,AllPub,Gtl,TA,TA,Fa,TA,No,Unf,Unf,Gd,Y,FuseA,TA,Typ,NA,NA,NA,NA,P,NA,5,7
Reg,AllPub,Gtl,Gd,TA,Gd,Gd,Av,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,NA,8,5
IR1,AllPub,Gtl,Ex,TA,Ex,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,RFn,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Gd,GLQ,Unf,Gd,Y,SBrkr,Ex,Typ,TA,Fin,TA,TA,Y,NA,8,7
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,BLQ,Ex,Y,SBrkr,TA,Min1,NA,Fin,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,Ex,TA,Ex,TA,Mn,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,NA,9,5
IR1,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,LwQ,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,NA,NA,NA,NA,NA,Gd,Y,SBrkr,TA,Min1,NA,Unf,TA,TA,Y,NA,5,5
IR1,AllPub,Gtl,TA,TA,TA,TA,Mn,Rec,Unf,Ex,Y,SBrkr,TA,Typ,Gd,RFn,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,TA,Unf,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,Av,BLQ,GLQ,Gd,Y,SBrkr,TA,Typ,NA,NA,NA,NA,Y,NA,4,6
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,6
Reg,AllPub,Gtl,TA,TA,TA,TA,Mn,Unf,Unf,TA,Y,SBrkr,TA,Typ,Gd,Unf,Fa,Po,P,NA,4,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,TA,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,6,7
IR1,AllPub,Gtl,Gd,Gd,Gd,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,NA,8,6
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,6,5
IR1,AllPub,Gtl,Gd,TA,TA,TA,No,ALQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,5,7
Reg,AllPub,Mod,TA,Fa,Gd,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,Gd,RFn,TA,TA,P,NA,7,6
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,Gd,Unf,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,Gd,TA,TA,No,BLQ,Unf,Ex,Y,SBrkr,TA,Typ,NA,Fin,TA,TA,Y,NA,5,7
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,TA,RFn,TA,TA,Y,NA,7,7
IR2,AllPub,Gtl,Gd,TA,Gd,Gd,No,GLQ,Rec,Ex,Y,SBrkr,Gd,Typ,TA,RFn,TA,TA,Y,NA,8,7
Reg,AllPub,Gtl,TA,TA,Fa,Fa,No,Unf,Unf,Gd,Y,SBrkr,TA,Maj2,TA,RFn,TA,TA,Y,NA,6,3
Reg,AllPub,Gtl,TA,TA,Gd,TA,Av,BLQ,Rec,TA,Y,SBrkr,TA,Typ,NA,RFn,TA,TA,Y,NA,4,5
IR2,AllPub,Gtl,Gd,TA,Ex,TA,Mn,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Ex,Fin,TA,TA,Y,NA,8,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,TA,RFn,TA,TA,Y,NA,8,5
IR1,AllPub,Gtl,TA,Gd,Gd,TA,No,LwQ,Rec,TA,Y,SBrkr,TA,Sev,Po,Unf,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Fa,RFn,TA,TA,Y,NA,6,5
Reg,AllPub,Mod,TA,TA,TA,TA,No,Rec,Unf,Gd,Y,SBrkr,TA,Min2,TA,Unf,TA,TA,Y,NA,5,6
Reg,AllPub,Gtl,TA,TA,Fa,TA,No,Unf,Unf,Ex,Y,SBrkr,Fa,Typ,Gd,Unf,TA,Fa,Y,NA,4,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Fin,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,Gd,TA,TA,No,BLQ,Unf,TA,N,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,6,6
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,ALQ,Unf,TA,Y,SBrkr,TA,Typ,TA,RFn,TA,TA,Y,NA,6,6
Reg,AllPub,Gtl,TA,TA,TA,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,NA,6,7
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,Y,SBrkr,TA,Typ,Gd,RFn,TA,TA,Y,NA,6,6
Reg,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,Y,SBrkr,TA,Typ,TA,Unf,TA,TA,Y,NA,6,6
