MSZoning,Street,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Foundation,Heating,GarageType,SaleType,SaleCondition,Alley,Fence,MiscFeature
RM,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Stucco,Stucco,None,BrkTil,GasA,Detchd,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Stucco,None,PConc,GasA,Detchd,WD,Normal,NA,MnPrv,NA
RL,Pave,Lvl,Corner,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Detchd,ConLI,Normal,Grvl,GdPrv,Shed
RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Edwards,Norm,Norm,Duplex,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,NA,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,WdShing,Wd Shng,BrkFace,PConc,GasA,Attchd,New,Partial,NA,NA,NA
RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Attchd,COD,Normal,NA,MnPrv,NA
RL,Pave,Lvl,Corner,NAmes,PosA,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Plywood,None,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RM,Pave,Bnk,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Detchd,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Detchd,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Low,Inside,ClearCr,Norm,Norm,1Fam,1Story,Gable,WdShngl,Plywood,Plywood,None,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Corner,Timber,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
FV,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Mitchel,Norm,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Detchd,WD,Family,NA,NA,NA
RL,Pave,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,AsbShng,AsbShng,None,BrkTil,GasA,Detchd,COD,Abnorml,Grvl,NA,NA
RL,Pave,Low,CulDSac,ClearCr,Norm,Norm,1Fam,1Story,Flat,Tar&Grv,Plywood,Plywood,None,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,Hip,CompShg,Stucco,Wd Shng,None,PConc,GasA,Detchd,WD,Normal,Grvl,MnPrv,NA
RL,Pave,Bnk,Corner,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkCmn,CBlock,GasA,Detchd,WD,Normal,NA,NA,NA
FV,Pave,Lvl,Inside,Somerst,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,BuiltIn,New,Partial,NA,NA,NA
RL,Pave,Lvl,Inside,SWISU,Feedr,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Detchd,WD,Normal,NA,MnPrv,NA
RL,Pave,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Detchd,WD,Normal,NA,GdWo,NA
RL,Pave,HLS,Inside,Crawfor,Norm,Norm,1Fam,2Story,Hip,CompShg,Stucco,Stucco,None,CBlock,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,HLS,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,NA,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Flat,Tar&Grv,Plywood,Plywood,None,CBlock,GasA,Attchd,WD,Normal,NA,GdWo,NA
RL,Pave,Lvl,Inside,NAmes,Artery,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,Stone,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Corner,SawyerW,RRNe,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Corner,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NWAmes,PosA,Norm,1Fam,2Story,Mansard,WdShake,WdShing,Plywood,None,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,Edwards,Norm,Norm,TwnhsE,SLvl,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Basment,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,New,Partial,NA,NA,NA
RL,Pave,Lvl,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Corner,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,BuiltIn,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RM,Pave,Bnk,Inside,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,Stucco,Stucco,BrkCmn,BrkTil,GasA,Detchd,WD,Alloca,NA,MnPrv,NA
RL,Pave,Lvl,FR2,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,HLS,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Corner,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Stucco,Stucco,None,PConc,GasA,Attchd,WD,Normal,Pave,NA,NA
RM,Pave,Lvl,FR2,Mitchel,Norm,Norm,Twnhs,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Corner,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,None,CBlock,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Corner,OldTown,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Attchd,ConLD,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,MeadowV,Norm,Norm,Twnhs,SFoyer,Gable,CompShg,CemntBd,CmentBd,None,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,MeadowV,Norm,Norm,TwnhsE,2Story,Gable,CompShg,CemntBd,CmentBd,None,PConc,GasA,BuiltIn,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NAmes,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Attchd,WD,Normal,NA,MnPrv,NA
RL,Pave,Lvl,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,New,Partial,NA,NA,NA
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,None,CBlock,GasA,Detchd,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Attchd,WD,Normal,NA,NA,NA
C (all),Pave,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,NA,WD,Abnorml,NA,GdWo,NA
RL,Pave,Lvl,Inside,NoRidge,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Detchd,WD,Normal,Pave,GdPrv,NA
RL,Pave,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,MnPrv,NA
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Attchd,WD,Normal,NA,MnWw,Shed
RM,Pave,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Detchd,WD,Normal,NA,NA,NA
FV,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Corner,Edwards,Feedr,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Detchd,WD,Normal,NA,GdPrv,Shed
RL,Pave,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,None,CBlock,GasA,Attchd,WD,Normal,NA,GdWo,NA
RL,Pave,Lvl,Inside,NPkVill,Norm,Norm,TwnhsE,2Story,Gable,CompShg,Plywood,Brk Cmn,None,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,OldTown,Artery,Norm,Duplex,2Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Detchd,COD,Normal,Grvl,NA,NA
RL,Pave,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
FV,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,New,Partial,NA,NA,NA
RM,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,Gambrel,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Attchd,WD,Normal,NA,MnPrv,NA
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,CBlock,GasA,CarPort,WD,Normal,NA,NA,Shed
RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Attchd,New,Partial,NA,NA,NA
RL,Pave,Lvl,Corner,NAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Bnk,Corner,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,Grav,Detchd,WD,Normal,NA,MnPrv,NA
RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,BrkFace,CBlock,GasA,Attchd,New,Partial,NA,NA,NA
RL,Pave,Lvl,Corner,NWAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Attchd,COD,Abnorml,NA,GdPrv,NA
RL,Pave,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,NA,MnPrv,NA
RL,Pave,Lvl,Inside,Crawfor,Norm,Norm,1Fam,2Story,Gambrel,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Detchd,WD,Normal,NA,MnPrv,NA
RL,Pave,Lvl,Inside,OldTown,Norm,Norm,2fmCon,2Story,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,NA,WD,Normal,Grvl,NA,NA
RL,Pave,Lvl,Corner,NAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Corner,BrkSide,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,CemntBd,CmentBd,None,CBlock,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Bnk,Inside,Edwards,PosN,PosN,1Fam,2Story,Hip,CompShg,CemntBd,CmentBd,Stone,PConc,GasA,BuiltIn,New,Partial,NA,NA,NA
RL,Pave,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
FV,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,Pave,NA,NA
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Attchd,New,Partial,NA,NA,NA
RL,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,NA,WD,Normal,NA,NA,NA
RL,Pave,Lvl,CulDSac,Crawfor,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Stone,NA,PConc,GasA,Attchd,WD,Alloca,NA,NA,NA
RL,Pave,Lvl,Inside,Timber,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Attchd,WD,Abnorml,NA,NA,NA
RM,Pave,Lvl,FR3,BrkSide,RRNn,Feedr,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Slab,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Low,Inside,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Slab,GasA,NA,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Edwards,Norm,Norm,2fmCon,2Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,NA,WD,Normal,NA,NA,NA
RL,Pave,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,FR2,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Detchd,COD,Normal,NA,MnWw,NA
RL,Pave,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,MnPrv,Shed
RL,Pave,Lvl,Inside,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,FR2,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,BuiltIn,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NWAmes,RRAn,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RH,Pave,Lvl,Inside,NAmes,Norm,Norm,TwnhsE,SFoyer,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,New,Partial,NA,NA,NA
RL,Pave,Lvl,Corner,NWAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Bnk,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,Wd Sdng,None,BrkTil,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Mitchel,Norm,Norm,1Fam,SFoyer,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Detchd,WD,Normal,NA,NA,NA
RM,Pave,HLS,Inside,OldTown,Feedr,RRNn,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Detchd,WD,Normal,NA,MnPrv,NA
FV,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,BuiltIn,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NPkVill,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Attchd,COD,Abnorml,NA,NA,NA
RM,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Edwards,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Detchd,WD,Normal,NA,MnPrv,NA
RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,BuiltIn,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Attchd,WD,Normal,NA,MnWw,NA
C (all),Pave,Low,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,CarPort,COD,Normal,NA,NA,NA
RL,Pave,HLS,FR2,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,CBlock,GasA,NA,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Bnk,Corner,SWISU,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,BuiltIn,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Low,Inside,SawyerW,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,BuiltIn,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Corner,NAmes,Norm,Norm,Duplex,SFoyer,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,BrkFace,CBlock,GasA,Attchd,WD,Abnorml,NA,NA,NA
RL,Pave,HLS,Corner,Timber,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,New,Partial,NA,NA,NA
RL,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,BuiltIn,WD,Normal,NA,NA,NA
RL,Pave,Lvl,FR2,NAmes,Norm,Norm,1Fam,SLvl,Gambrel,CompShg,MetalSd,AsphShn,BrkFace,CBlock,GasA,BuiltIn,WD,Normal,NA,GdWo,NA
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Detchd,COD,Abnorml,NA,NA,NA
RL,Pave,Lvl,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Sawyer,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,Attchd,WD,Abnorml,NA,NA,NA
FV,Pave,Lvl,Corner,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Detchd,WD,Abnorml,Pave,NA,NA
RM,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkFace,BrkTil,GasA,Attchd,WD,Normal,Grvl,NA,NA
RL,Pave,Lvl,CulDSac,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,New,Partial,NA,NA,NA
